phone,price,brand
SME Samsung Galaxy Note 5 Gold Platinum,"2,499.00",
SME Samsung Galaxy Note 5 Black Sapphire,"2,499.00",
Huawei Mate 8 White,"1,699.00",Huawei
Huawei Mate 8 Black,"1,699.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (Gold),"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (Blue),"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 32GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (White),"1,699.00",Huawei
Huawei Honor 8 4GB RAM / 32GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (Black),"1,699.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (Gold) + [FREE TEMPERED GLASS+ SILICON CASE],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (Blue) + [FREE TEMPERED GLASS+ SILICON CASE],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 32GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (White) + [FREE TEMPERED GLASS+SILICON CASE],"1,699.00",Huawei
Huawei Honor 8 4GB RAM / 32GB ROM Dual Sim 4G / LTE (Official Huawei Warranty) (Black) +[FREE TEMPERED GLASS+SILICON CASE],"1,699.00",Huawei
Huawei P9 3GB/32GB Dual SIM (Mystic Silver) + FREE Kingston 16GB microSD,"1,888.00",Huawei
Huawei Mate 8 Dual SIM 3GB/32GB (Moonlight Silver) + FREE Kingston 16GB microSD,"1,888.00",Huawei
OPPO N3 White,"1,098.00",OPPO
Ding Ding Iron 1 1GB+8GB (White) (Official Ding Ding Warranty),299.00,Ding Ding
"Huawei P9 Plus 5.5"" Gold [FREE GIFT : Anti-Virus Karspersky Worth RM29.90]","2,238.00",Huawei
"Asus ZenFone 3 ZE520KL 5.2""  4GB/64GB Dual SIM - Sapphire Black [FREE GIFT: Hotel Voucher Worth RM 500]","1,339.00",ASUS
Lenovo Vibe K5 A6020 16GB/2GB - Grey,549.00,Lenovo
Lenovo Vibe K5 A6020 16GB/2GB - Silver,549.00,Lenovo
Lenovo Vibe C A2020 16GB - White,338.00,Lenovo
Lenovo Vibe C A2020 16GB - Black,338.00,Lenovo
Lenovo Vibe P1m LTE 2GB/16GB - Black,468.00,Lenovo
Lenovo Vibe P1m LTE 2GB/16GB - White,468.00,Lenovo
Lenovo Vibe P1 Turbo 32GB/3GB - Silver,888.00,Lenovo
Lenovo Vibe K5 A6020 16GB/2GB - Gold,549.00,Lenovo
ASUS ZENFONE GO (8MP + 2MP) ZB452KG Blue,298.00,ASUS
ASUS ZENFONE GO (8MP + 2MP) ZB452KG Gold,298.00,ASUS
ASUS ZENFONE GO (8MP + 2MP) ZB452KG Silver,298.00,ASUS
Huawei Mate 8 4GB/64GB Mocha Brown,"2,109.00",Huawei
Huawei Mate 8 4GB/64GB Champagne Gold,"2,109.00",Huawei
Asus ZenFone Go (ZB551KL) Charcoal Black 5.5' 2GB RAM / 16GB,528.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Red) [FREE GIFT : Kingmax Micro SDHC Memory Card 16GB Class 10],489.00,ASUS
Asus Zenfone Go 16GB ZC500TG (White) [FREE GIFT : Kingmax Micro SDHC Memory Card 16GB Class 10],489.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Blue) [FREE GIFT : Kingmax Micro SDHC Memory Card 16GB Class 10],489.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Gold) [FREE GIFT : Kingmax Micro SDHC Memory Card 16GB Class 10],489.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Black) [FREE GIFT : Kingmax Micro SDHC Memory Card 16GB Class 10],489.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Red),469.00,ASUS
Samsung Galaxy J5 (2016) - (White),748.00,Samsung
Asus ZenFone Selfie ZD551KL-6G073WW 32GB (Gold) [FREE GIFT: Zenfone MyView Cover],999.00,ASUS
Asus ZenFone Selfie ZD551KL-6J074WW 32GB (Silver) [FREE GIFT: Zenfone MyView Cover],999.00,ASUS
Asus ZenFone Selfie ZD551KL-1K071WW 32GB (Blue) [FREE GIFT: Zenfone MyView Cover],999.00,ASUS
Asus ZenFone Selfie ZD551KL-1I070WW 32GB (Pink) [FREE GIFT: Zenfone MyView Cover],999.00,ASUS
Asus ZenFone Selfie ZD551KL-1B069WW 32GB (White) [FREE GIFT: Zenfone MyView Cover],999.00,ASUS
Asus ZenFone Selfie ZD551KL-6C072WW 32GB (Red) [FREE GIFT: Zenfone MyView Cover],999.00,ASUS
"Asus ZenFone 3 Max ZC520TL 5.2"" 3GB+32GB Dual SIM (Gold)",799.00,ASUS
"Asus ZenFone 3 Max ZC520TL 5.2"" 3GB+32GB Dual SIM (Grey)",799.00,ASUS
"Asus ZenFone 3 Ultra ZU680KL 6.8"" 4GB+64GB Dual SIM (Glacier Silver)","2,599.00",ASUS
Logitech K480 Bluetooth Wireless Multi Device keyboard - White (920-006381),130.80,Logitech
Xiaomi Redmi Note 3 16GB + 2GB Ram Officially Xiaomi Malaysia Warranty (Gold),729.00,Xiaomi
Asus ZenFone 3 (ZE552KL) 5.5' 4GB RAM / 64GB (Shimmer Gold),"1,499.00",ASUS
Asus Zenfone 3 Max ZC520TL 5.2' (32GB +3GB) 4100mAh Original Asus Msia (Gray),799.00,ASUS
Asus Zenfone 3 Max ZC520TL 5.2' (32GB +3GB) 4100mAh Original Asus Msia (Gold),799.00,ASUS
Xiaomi Redmi Note 3 16GB + 2GB Ram Officially Xiaomi Malaysia Warranty (Silver),729.00,Xiaomi
Lenovo A7010 (K4 Note) White [FREE GIFT : VR BOX + MMC 32GB ],859.00,Lenovo
Lenovo A7010 (K4 Note) Black [FREE GIFT : VR BOX + MMC 32GB ],859.00,Lenovo
Lenovo Vibe Shot Z90 LTE 3GB/32GB (White) + FREE SanDisk 16GB microSD,748.00,Lenovo
Asus Zenfone 3 Max 32GB ZC520TL Gold  [OFFICIAL ASUS WARRANTY],799.00,ASUS
Asus Zenfone 3 Max 32GB ZC520TL Gray  [OFFICIAL ASUS WARRANTY],799.00,ASUS
Lenovo Vibe S1 3GB/32GB (White),788.00,Lenovo
(READY STOCK) Huawei Honor 8 64GB/4GB Gold [Free TEMPERED GLASS/TPU CASE/64GB MCARD/TYPE C CABLE/TYPE C ADAPTER/MONOPOD]  [ETA: 8th September 2016 Onwards],"1,899.00",Huawei
(READY STOCK) Huawei Honor 8 32GB/4GB Black [Free TEMPERED GLASS/TPU CASE/64GB MCARD/TYPE C CABLE/TYPE C ADAPTER/MONOPOD]  [ETA: 8th September 2016 Onwards],"1,699.00",Huawei
(READY STOCK) Huawei Honor 8 32GB/4GB White [Free TEMPERED GLASS/TPU CASE/64GB MCARD/TYPE C CABLE/TYPE C ADAPTER/MONOPOD]  [ETA: 8th September 2016 Onwards],"1,699.00",Huawei
(Ready Stock) Huawei Honor 8 64GB/4GB Saphire Blue [Free TEMPERED GLASS/TPU CASE/64GB MCARD/TYPE C CABLE/TYPE C ADAPTER/MONOPOD] [ETA: 8th September 2016 Onwards],"1,899.00",Huawei
SAMSUNG GALAXY A9 PRO A910F 32GB/4GB BLACK,"1,850.00",Samsung
Asus Zenfone Selfie (Zd551Kl) | Phone - Gold (Quad Core 1.5Ghz / 3GB RAM / 32GB),854.00,ASUS
Asus Zenfone Selfie (Zd551Kl) | Phone - Silver (Quad Core 1.5Ghz / 3GB RAM / 32GB),854.00,ASUS
Asus Zenfone Go (Zc500Tg) | Phone - Black (Quad Core 1.3Ghz / 2GB RAM / 16GB),493.00,ASUS
Asus Zenfone Selfie (Zd551Kl) | Phone - Red (Quad Core 1.5Ghz / 3GB RAM / 32GB),854.00,ASUS
Asus Zenfone Selfie (Zd551Kl) | Phone - White (Quad Core 1.5Ghz / 3GB RAM / 32GB),854.00,ASUS
Asus Zenfone Go (Zc500Tg) | Phone - White (Quad Core 1.3Ghz / 2GB RAM / 16GB),493.00,ASUS
Lenovo A7000 Plus (Black),530.00,Lenovo
Asus Zenfone Go (Zc500Tg) | Phone - Blue (Quad Core 1.3Ghz / 2GB RAM / 16GB),493.00,ASUS
Apple iPhone 6s Plus 16Gb Gold,"2,699.00",Apple
Asus Zenfone Go (Zb452Kg) | Phone - Black (Quad Core 1.2Ghz / 1GB RAM / 8GB),299.00,ASUS
Asus Zenfone Go (Zb452Kg) | Phone - White (Quad Core 1.2Ghz / 1GB RAM / 8GB),299.00,ASUS
Asus Zenfone Go (Zb452Kg) | Phone - Blue (Quad Core 1.2Ghz / 1GB RAM / 8GB),299.00,ASUS
Apple iPhone 6s Plus 16Gb Rose Gold,"2,699.00",Apple
ZTE Blade A711 4G LTE 16GB (Gold) - Official ZTE Malaysia Warranty,599.00,ZTE
Asus Zenfone Go (Zb452Kg) | Phone - Red (Quad Core 1.2Ghz / 1GB RAM / 8GB),299.00,ASUS
Asus Zenfone Go (Zc500Tg) | Phone - Gold (Quad Core 1.3Ghz / 2GB RAM / 16GB),493.00,ASUS
Asus Zenfone Max (Zc550Kl) | Phone - White (Leather) (Quad Core 1.2Ghz / 2GB RAM / 16GB),654.00,ASUS
Asus Zenfone Selfie (Zd551Kl) | Phone - Black (Quad Core 1.5Ghz / 3GB RAM / 32GB),854.00,ASUS
SAMSUNG GALAXY J7 - BLACK,915.00,Samsung
Asus Zenfone Go (Zc451Tg) | Phone - Black (Quad Core 1.3Ghz / 2GB RAM / 8GB),338.00,ASUS
ZTE Blade A711 4G LTE 16GB (GOLD) - Official ZTE Malaysia Warranty,599.00,ZTE
ZTE Blade A610 16GB (Silver) – Official ZTE Malaysia Warranty,499.00,ZTE
Samsung Galaxy S7 Edge Black Onyx 5.5' 4GB RAM / 32GB (SM-N935F),"2,899.00",Samsung
Samsung Galaxy S7 Edge Gold Platinium 5.5´ 4GB RAM / 32GB (SM-N935F),"2,899.00",Samsung
Huawei Honor 5X - Gold,820.00,Huawei
Asus Zenfone Go (Zb452Kg) | Phone - Gold (Quad Core 1.2Ghz / 1GB RAM / 8GB),299.00,ASUS
Asus Zenfone Go (Zb452Kg) Phone - Silver (Quad Core 1.2Ghz / 1GB RAM / 8GB),328.00,ASUS
Asus Zenfone Go (Zb551Kg) | Phone - Black (Quad Core 1.4Ghz / 2GB RAM / 16GB),564.00,ASUS
Asus Zenfone Go (Zb551Kg) | Phone - White (Quad Core 1.4Ghz / 2GB RAM / 16GB),564.00,ASUS
iPhone 6S Plus 64GB Silver,"4,149.00",Apple
Asus Zenfone Go 8GB ZB452KG Golden,289.00,ASUS
Microsoft Lumia 640 XL LTE DS Cyan,889.00,Microsoft
Microsoft Lumia 640 XL LTE DS Bright Orange,889.00,Microsoft
Microsoft Lumia 950 XL DS Black,"2,499.00",Microsoft
Asus Zenfone 2 Laser (Ze550Kl) | Phone - Black (Quad Core 1.2Ghz / 2GB RAM / 32GB),654.00,ASUS
Asus Zenfone 2 Laser (Ze550Kl) | Phone - White (Quad Core 1.2Ghz / 2GB RAM / 32GB),654.00,ASUS
Asus Zenfone 2 Laser (Ze550Kl) | Phone - Red (Quad Core 1.2Ghz / 2GB RAM / 32GB),654.00,ASUS
Asus Zenfone 2 Laser (Ze600Kl) | Phone - Red (Octa Core 1.7Ghz / 2GB RAM / 16GB),841.00,ASUS
Samsung Galaxy S7 Edge Silver Titanium 5.5´ 4GB RAM / 32GB (SM-N935F),"2,899.00",Samsung
Samsung Galaxy J1 Mini Gold 4' 750MB RAM / 8GB (SM-J105BZ),275.00,Samsung
Samsung Galaxy J1 Mini White 4' 750MB RAM / 8GB (SM-J105BZ),275.00,Samsung
Samsung Galaxy J1 Mini Black 4' 750MB RAM / 8GB (SM-J105BZ),275.00,Samsung
Asus Zenfone Go (Zb551Kg) | Phone - Blue (Quad Core 1.4Ghz / 2GB RAM / 16GB),564.00,ASUS
Microsoft Lumia 640 XL LTE DS Black,889.00,Microsoft
Microsoft Lumia 540 DS Bright Orange,539.00,Microsoft
Microsoft Lumia 540 DS White,539.00,Microsoft
HTC One A9 A9u Carbon Gray,"2,029.00",HTC
Microsoft Lumia 532 Orange,329.00,Microsoft
Asus Zenfone 2 Laser (Ze600Kl) | Phone - Gold (Octa Core 1.7Ghz / 2GB RAM / 16GB),841.00,ASUS
"Xiaomi Mi 4 (16GB+3GB Ram) 5.0"" (White) Original Xiaomi Malaysia",595.00,Xiaomi
Asus Zenfone 2 Laser (Ze600Kl) | Phone - Silver (Octa Core 1.7Ghz / 2GB RAM / 16GB),841.00,ASUS
Huawei Honor 5C 16GB - Gold,775.00,Huawei
Samsung Galaxy J1 2016 SM-J120G/DS Black,418.00,Samsung
Samsung Galaxy A9 Pro (2016) White 6' 4GB RAM / 32GB (SM-A910FZ),"1,839.00",Samsung
Samsung Galaxy A9 Pro (2016) Black 6' 4GB RAM / 32GB (SM-A910FZ),"1,839.00",Samsung
Samsung Galaxy J1 (2016) Gold 4.5' 1GB RAM / 8GB (SM-J120GZ),409.00,Samsung
Samsung Galaxy J1 (2016) White 4.5' 1GB RAM / 8GB (SM-J120GZ),409.00,Samsung
Samsung Galaxy J1 (2016) Black 4.5' 1GB RAM / 8GB (SM-J120GZ),409.00,Samsung
Samsung Galaxy J1 Ace SM-J110G/DS Blue,389.00,Samsung
Samsung Galaxy A7 2016 SM-A710FD White,"1,749.00",Samsung
Samsung Galaxy A7 2016 SM-A710FD Black,"1,749.00",Samsung
SAMSUNG GALAXY S7 5.1” – 4GB Flat Screen (GOLD),"2,588.00",Samsung
Asus Zenfone 2 Laser (Ze550Kl) | Phone - Gold (Quad Core 1.2Ghz / 2GB RAM / 32GB),654.00,ASUS
Asus Zenfone 2 Laser (Ze550Kl) | Phone - Silver (Quad Core 1.2Ghz / 2GB RAM / 32GB),654.00,ASUS
Samsung Galaxy J1 2016 SM-J120G/DS Gold,418.00,Samsung
ZTE Blade A610 16GB (Silver) – Official ZTE Malaysia Warranty,499.00,ZTE
Xiaomi Redmi 1S Gray [FREE GIFT : TEMPERED GLASS],309.00,Xiaomi
Asus Zenfone 3 ZE552KL 64GB/4GB White [FREE GIFT : Tempered Glass & Flip Case],"1,539.00",ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB Black [FREE GIFT : Tempered Glass & Flip Case],"1,539.00",ASUS
Alcatel One Touch Flash 2 7049D Volcanic Grey (FREE MICA WHITE BATTERY CASING & ORIGINAL ALCATEL CASING),539.00,Alcatel
Samsung Galaxy J5 Dual Sim Gold,715.00,Samsung
Samsung Galaxy J5 Dual Sim Black,715.00,Samsung
Samsung Galaxy J1 2016 SM-J120G/DS White,418.00,Samsung
Asus Zenfone Go (Zb551Kl) | Phone - Grey,564.00,ASUS
Asus Zenfone Go (Zc451Tg) | Phone - White,338.00,ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB Gold [FREE GIFT : Tempered Glass & Flip Case],"1,539.00",ASUS
Asus Zenfone Selfie 32GB/3GB ZD551KL (Red),779.00,ASUS
Asus Zenfone Selfie 32GB/3GB ZD551KL (Gold),779.00,ASUS
Asus Zenfone Selfie 32GB/3GB ZD551KL (Silver),779.00,ASUS
Samsung Galaxy J2 Dual Sim White,545.00,Samsung
Samsung Galaxy J2 Dual Sim Black,545.00,Samsung
Samsung Galaxy J5 Gold,710.00,Samsung
"SAMSUNG GALAXY J7 (J700H) - 5.5"" / 1.5 GB / 16GB / LTE DUAL SIM - (GOLD)",915.00,Samsung
Leagoo Z5 4G LTE Smartphone (ROSE GOLD) - Official Leagoo Malaysia Warranty,299.00,Leagoo
Asus Zenfone 2 Laser 5.5” ZE550KL 32GB 2GB RAM Ori Msia Set (Black),625.00,ASUS
Asus ZenFone 3 (ZE520KL) | Phone - Black (5.2 inch / 4GB RAM / 64GB),"1,318.00",ASUS
Asus Zenfone 3 (ZE552KL) - (5.5 inch / Octacore / 4GB / 64GB) White,"1,492.00",ASUS
Asus Zenfone Selfie 32GB/3GB ZD551KL (Gold),779.00,ASUS
Asus Zenfone Selfie 32GB/3GB ZD551KL (Silver),779.00,ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB White [FREE GIFT : Karpersky Anti-Virus Software],"1,499.00",ASUS
"Asus Zenfone 2 Laser ZE500KL 5.0"" (16GB + 2GB Ram) 8MP (Aqua Blue) Ori Asus Msia",559.00,ASUS
Samsung Galaxy J1 Mini (2016) White,285.00,Samsung
Lenovo S1 LITE – MATTE WHITE,580.00,Lenovo
Lenovo Vibe P1a42 32GB+3GB RAM Grey,849.00,Lenovo
Lenovo Vibe P1a42 32GB+3GB RAM Silver,849.00,Lenovo
Lenovo Vibe P1a42 (Grey),749.00,Lenovo
Lenovo Vibe P1a42 (Silver),749.00,Lenovo
Asus Zenfone 3 ZE552KL 64GB/4GB Black [FREE GIFT : Karpersky Anti-Virus Software],"1,499.00",ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB Gold [FREE GIFT : Karpersky Anti-Virus Software],"1,499.00",ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB Gold [FREE GIFT : Karpersky Anti-Virus Software],"1,499.00",ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB White [FREE GIFT : Tempered Glass & Flip Case],"1,539.00",ASUS
Lenovo S1 LITE – MATTE BLUE,580.00,Lenovo
Lenovo Vibe P1 a42 (Grey),999.00,Lenovo
Lenovo Vibe P1 a42 (Silver),999.00,Lenovo
Lenovo Vibe P1a42 Golden,749.00,Lenovo
LG Nexus 5X 32GB (Carbon Black) (LG Malaysia Warranty) + FREE Clear Case & Tempered Glass,"1,078.00",LG
Logitech G230 Stereo Gaming Headset (981-000539),198.00,Logitech
Lenovo S1La40 16GB Midnight Blue,569.00,Lenovo
Asus Zenfone 3 ZE552KL 64GB/4GB Black [FREE GIFT : Tempered Glass & Flip Case],"1,539.00",ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB Gold [FREE GIFT : Tempered Glass & Flip Case],"1,539.00",ASUS
Asus Zenfone Selfie 32GB/3GB ZD551KL (Red),779.00,ASUS
Asus Zenfone 3 ZE552KL 64GB/4GB White [FREE GIFT : Karpersky Anti-Virus Software],"1,499.00",ASUS
Apple iPhone 6s 64Gb Gold,"3,595.00",
Apple iPhone 6s 64Gb Rose Gold,"3,598.00",
"Samsung Galaxy J1 Ace - 4.3"" / 512MB / 4GB - (Black)",364.80,Samsung
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [GOLD] (MALAYSIA SET)",999.00,Xiaomi
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [SILVER] (MALAYSIA SET)",999.00,Xiaomi
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [GOLD] [FREE GIFT: Silicon Case & Tempered Glass]","1,029.00",Xiaomi
Asus Zenfone 3 ZE552KL 64GB/4GB Black [FREE GIFT : Karpersky Anti-Virus Software],"1,499.00",ASUS
Xiaomi Mi Max Gold [3GB Ram/32GB Internal Storage] Original Xiaomi Malaysia Set,999.00,Xiaomi
Xiaomi Mi Note White [3GB Ram/64GB Internal Storage] Original Xiaomi Malaysia Set,"1,239.00",Xiaomi
Elephone P9000 4GB/32GB - White,899.00,Elephone
Samsung Galaxy V Plus 4GB (White),255.00,Samsung
Samsung Galaxy V Plus 4GB (Black),255.00,Samsung
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [SILVER] [FREE GIFT: Silicon Case & Tempered Glass]","1,029.00",Xiaomi
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Gold) [FREE GIFT: Karpersky Anti-Virus Software],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Gold) [FREE GIFT: Hotel Voucher worth RM500],"1,899.00",Huawei
Samsung Galaxy J1 Ace VE (SM-J111FZ) Light Blue,373.00,Samsung
Samsung Galaxy J1 Ace VE (SM-J111FZ) White,375.00,Samsung
ZTE BLADE A510 8GB/1GB 4G LTE (GREY) (Official ZTE Malaysia Warranty),399.00,ZTE
Apple iPhone 6s 16GB (Rose Gold) -Apple Malaysia Warranty,"3,229.00",Apple
OPPO F1 - 16GB (Golden),"1,098.00",OPPO
Samsung Galaxy Note 5 32GB (Gold),"2,599.00",Samsung
Samsung Galaxy J5 8GB (Gold),739.00,Samsung
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Gold) [FREE GIFT: Tempered Glass & Silicon Case],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Blue) [FREE GIFT: Karpersky Anti-Virus Software],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Blue) [FREE GIFT: Hotel Voucher worth RM500],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Blue) [FREE GIFT: Tempered Glass & Silicon Case],"1,899.00",Huawei
ZTE Blade V7 Max 32GB/3GB (Jazz Gold) (Official ZTE Malaysia Warranty),999.00,ZTE
WIKO Jerry 8GB/1GB (Space Grey/Black)  (Official Wiko Malaysia Warranty),299.00,Wiko
ZTE BLADE A510 4G LTE 8GB/1GB (GREY) (Official ZTE Malaysia Warranty),399.00,ZTE
Apple IPhone 6 128GB (Space Gray),"2,909.00",Apple
Apple IPhone 6 128GB (Silver),"2,909.00",Apple
Huawei Y5c Dual SIM 8GB White,279.00,Huawei
Alcatel Flash 2 7049D 16GB LTE Volcanic Grey FREE S/Protector+Flip Cover +Mica White Cover+PowerBank,569.00,Alcatel
Huawei Mate S 3GB/32GB Luxurious Gold,"2,419.00",Huawei
Huawei Y5c Dual SIM 8GB Black,279.00,Huawei
Huawei Honor 8 4GB RAM / 32GB ROM Dual Sim 4G / LTE (White) [FREE GIFT: Tempered Glass & Silicon Case],"1,699.00",Huawei
Huawei Honor 8 4GB RAM / 32GB ROM Dual Sim 4G / LTE (White) [FREE GIFT: Hotel Voucher worth RM500],"1,699.00",Huawei
Huawei Honor 8 4GB RAM / 32GB ROM Dual Sim 4G / LTE (White) [FREE GIFT: Karpersky Anti-Virus Software],"1,699.00",Huawei
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [GOLD] (MALAYSIA SET)",999.00,Xiaomi
ZTE Blade V7 Max 32GB/3GB (Jazz Gold) (Official ZTE Malaysia Warranty),999.00,ZTE
WIKO Jerry 8GB/1GB (Space Grey/Black)  (Official Wiko Malaysia Warranty),299.00,Wiko
Apple iPhone 6 Plus 16GB Space Grey MGA82MY,"2,459.00",Apple
Huawei P8 Lite ALE-L21 Gold,698.00,Huawei
Ding Ding Iron 1 1GB+8GB (Black Gold) (Official Ding Ding Warranty),299.00,Ding Ding
SAMSUNG GALAXY J1 2016 8GB- BLACK,419.00,Samsung
Samsung Galaxy S7 32GB (SM-G930F) - Gold Platinum,"2,399.00",Samsung
Wiko Lenny 2 BLUE,399.00,Wiko
Wiko Lenny 2 RED,399.00,Wiko
Wiko Lenny 2 GREEN,399.00,Wiko
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [SILVER] (MALAYSIA SET)",999.00,Xiaomi
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [GOLD] [FREE GIFT: Car Charger & 32GB Memory Card]","1,029.00",Xiaomi
"MI MAX 3GB RAM /32 GB ROM- 6.44"" [SILVER] [FREE GIFT: Car Charger & 32GB Memory Card]","1,029.00",Xiaomi
Sony Xperia M5 Dual E5663 (White),"1,299.00",Sony
Huawei Mate 8 NXT-L29 32GB 3GB Ram Ori Huawei Malaysia (Space Grey),"1,939.00",Huawei
"Asus Zenfone GO 4.5"" (ZB452KD) 8GB/1GB RAM 5MP Ori Asus Malaysia (Blue)",299.00,ASUS
Samsung S6 Edge Plus Gold,"2,199.00",Samsung
Wiko Fever White/Gold (3GB RAM+32GB ROM),899.00,Wiko
XiaoMi Redmi Note 3 Pro Gold [3GB RAM/32GB STORAGE],959.00,Xiaomi
XiaoMi Redmi Note 3 Pro Grey [3GB RAM/32GB STORAGE],959.00,Xiaomi
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Gold) [FREE GIFT: Car Charger],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Gold) [FREE GIFT: Hotel Voucher worth RM500],"1,899.00",Huawei
Huawei Honor 8 4GB RAM / 64GB ROM Dual Sim 4G / LTE (Gold) [FREE GIFT: 64GB Memory Card],"1,899.00",Huawei
Microsoft Lumia 430 Dual Sim Bright Orange [BUY 1 FREE 1 (Microsoft Lumia 430 Dual Sim Bright Orange)],339.00,Microsoft
Samsung Galaxy S7 Edge G935F 32GB Silver,"2,879.00",Samsung
Ding Ding SK7 1GB+16GB (BLACK) [FREE GIFT : VR BOX],398.00,Ding Ding
Ding Ding SK7 1GB+16GB (GOLD) [FREE GIFT : VR BOX],398.00,Ding Ding
Ding Ding SK7 1GB+16GB (WHITE) [FREE GIFT : VR BOX],398.00,Ding Ding
Ding Ding SK7 1GB+16GB (WHITE) [FREE GIFT : VR BOX],398.00,Ding Ding
Asus Zenfone Go 8GB ZB452KG Red,290.00,ASUS
Asus Zenfone Go 8GB ZB452KG Silver,290.00,ASUS
Samsung Galaxy J1 Mini (2016) Gold,285.00,Samsung
Oneplus X E1003 16GB Champagne,"1,100.00",Oneplus
Sony Xperia X (64GB ROM +3GB RAM) Hexa Core Ori Sony Msia (Lime Gold),"2,399.00",Sony
Sony Xperia X (64GB ROM +3GB RAM) Hexa Core Ori Sony Msia (Graphite Black),"2,399.00",Sony
Samsung Galaxy S7 Edge (Pink Gold) + FREE Kingston miroSd 64GB,"3,099.00",Samsung
Ding Ding SK7 1GB+16GB (BLACK) [FREE GIFT : VR BOX],398.00,Ding Ding
Ding Ding SK7 1GB+16GB (GOLD) [FREE GIFT : VR BOX],398.00,Ding Ding
Samsung A8 Black,"1,340.00",Samsung
Asus Zenfone C ZC451CG White,294.00,ASUS
Logitech Wireless Keyboard + Mouse Combo MK240 - Black (920-006500),88.00,Logitech
"Samsung Galaxy J1 Ace (VE) - 4.3"" / 1GB / 8GB  - (White) + Kingston 8GB microSD",373.80,Samsung
"Samsung Galaxy J1 Ace (VE) - 4.3"" / 1GB / 8GB  - (Black) + Kingston 8GB microSD",373.80,Samsung
"Samsung Galaxy J1 Mini - 4"" / 750MB / 8GB  - (Black) + Kingston 8GB microSD",283.80,Samsung
Logitech Stereo Headset H150 - Sky Blue (981-000454),53.80,Logitech
Samsung Galaxy S7 Edge 32GB (Black),"2,700.00",Samsung
Sony Xperia M5 Dual E5663 (Black),"1,199.00",Sony
Samsung Galaxy J1 2016 - (Gold) + FREE Kingston 16GB microSD,418.00,Samsung
Logitech Stereo Headset H150 - Cloud White (981-000453),53.80,Logitech
Huawei Mate 8 4GB/64GB Champagne Gold,"2,198.00",Huawei
Samsung Galaxy Note 5 32GB (White Pearl),"2,399.00",Samsung
Samsung Galaxy Note 5 32GB (Black),"2,399.00",Samsung
Samsung Galaxy J1 2016 - (Black) + FREE Kingston 16GB microSD,428.00,Samsung
"SAMSUNG GALAXY J7 2016 16GB 5.5""- GOLD",959.00,Samsung
[IMPORTED]LG Nexus 5X H798 32GB (Black),"1,249.00",LG
Lenovo Vibe P1m LTE 2GB/16GB - Black,488.00,Lenovo
Apple iPhone 6 Plus 16GB (Gray),"2,699.00",Apple
Lenovo Vibe C (A2020) Black,388.00,Lenovo
Lenovo Vibe C (A2020) White,388.00,Lenovo
Samsung Galaxy J3 2016 - (White),598.00,Samsung
Logitech Z200 Multimedia Speaker - Black (980-000848),78.00,Logitech
Logitech Z200 Multimedia Speakers - White (980-000849),70.80,Logitech
